Shot number,Date,Classification,Club type,Club name,Carry,Total,Offline,Offline carry,Shot angle,Peak height,Hang time,Club speed,Ball speed,Smash factor,Push/pull,Launch angle,Landing angle,Backspin,Sidespin,Curve,Curve factor,Angle of attack,Face to target,Club path,Face to path,Face impact X,Face impact Y,Strokes gained,Club score,Target score,Launch score,Direction score,Shape score,Total score
,,,,,[yds],[yds],[yds],[yds],[°],[yds],[seconds],[mph],[mph],,[°],[°],[°],[rpm],[rpm],[yds],,[°],[°],[°],[°],[mm],[mm],,,,,,,
75,2026-08-02T15:24:56.000Z,Huge Hook,Driver,Default,230.7,262.7,84.0,67.5,-30.3,22.0,5.5,95.8,151.3,1.6,3.62 L,11.3,27.5,2289,10000 L,52.9,100.0,4.9,13.75° closed,0.23° out-to-in,13.52° closed,,,-0.4,4.2,4.4,7.1,0,0,15.6
76,2026-08-02T15:24:56.000Z,Dead Straight,Driver,Default,227.9,270.1,5.1,3.8,-1.8,16.0,5.1,95.2,151.0,1.6,0.06 L,7.7,23.1,2462,156 L,3.5,8.0,-2.5,0.59° closed,0.07° in-to-out,0.66° closed,,,0.3,7,8,4.8,9.2,10,39
77,2026-08-02T15:24:56.000Z,Huge Push,Driver,Default,227.7,237.5,32.6,31.4,7.1,43.3,7.3,99.2,152.7,1.5,8.67 R,13.4,46.2,4780,78 L,3.3,7.0,-3.1,7.69° open,5.81° in-to-out,1.88° open,,,0.4,5.6,7.4,5.5,3.8,0,22.2
78,2026-08-02T15:24:56.000Z,Push,Driver,Default,244.2,256.9,22.1,21.2,4.0,45.5,7.5,98.5,153.4,1.6,5.99 R,15.5,44.9,3695,78 L,4.4,9.0,3.8,5.16° open,4.19° in-to-out,0.97° open,,,0.3,6.5,8,6.5,6.5,3,30.4
79,2026-08-02T15:24:56.000Z,Baby Draw,Driver,Default,239.4,252.5,10.1,10.1,-0.0,39.7,7.2,95.3,147.5,1.5,4.83 R,15.1,42.1,3432,273 L,10.2,21.0,4.3,3.89° open,3.94° in-to-out,0.05° closed,,,0.5,5.6,8.1,5.6,8.1,10,37.3
80,2026-08-02T15:24:56.000Z,Push Slice,Driver,Default,226.5,244.4,47.8,42.7,16.4,24.8,6.0,95.7,150.0,1.6,5.24 R,9.7,35.0,3406,1094 R,22.0,49.0,-3.9,5.3° open,0.4° out-to-in,5.7° open,,,-0.1,4.4,6.4,3.7,0.6,0,15.1
81,2026-08-02T15:24:56.000Z,Huge Hook,Driver,Default,262.4,298.5,75.0,60.4,-23.5,29.4,6.1,97.9,155.9,1.6,3.05 L,14.9,30.4,1868,10000 L,46.4,89.0,8.7,13.85° closed,0.23° out-to-in,13.62° closed,,,-0.4,4.9,5.2,8.8,0,0,18.9
82,2026-08-02T15:24:56.000Z,Huge Hook,Driver,Default,176.0,226.7,82.6,54.5,-32.6,12.5,3.6,94.0,149.2,1.6,3.32 L,11.3,20.4,1502,10000 L,44.3,100.0,6.5,13.82° closed,0.23° out-to-in,13.59° closed,,,-0.3,3.7,4.3,5.1,0,0,13.1
83,2026-08-02T15:24:56.000Z,Pull,Driver,Default,224.8,236.9,15.5,14.3,-5.9,34.2,6.8,96.8,149.6,1.5,1.37 L,10.6,42.6,4470,469 L,8.9,20.0,-4.8,1.87° closed,0.58° in-to-out,2.45° closed,,,0.7,7.1,8,4,6.5,3,28.6
84,2026-08-02T15:24:56.000Z,Huge Push,Driver,Default,226.1,236.1,48.7,46.2,14.8,39.3,7.1,97.2,149.4,1.5,8.66 R,13.1,45.6,4532,781 R,11.7,26.0,-3.0,8.36° open,2.65° in-to-out,5.71° open,,,-0.1,4.4,6.1,5.1,0,0,15.5
